Factor,feature,Portion,Design,n_simulation,N
X3 (non-informative),X3,0.14121586116096083,Space filling (16),844,16
Random Normal,Random Normal,0.18879257676101555,Space filling (16),844,16
X1,X1,0.20873002496143758,Space filling (16),845,16
X2,X2,0.5811888311788527,Space filling (16),845,16
X3 (non-informative),X3,0.15257454625063593,Space filling (16),845,16
Random Normal,Random Normal,0.05750659760907384,Space filling (16),845,16
X1,X1,0.15110938928239748,Space filling (16),846,16
X2,X2,0.5755960001609952,Space filling (16),846,16
X3 (non-informative),X3,0.1595613930358,Space filling (16),846,16
Random Normal,Random Normal,0.11373321752080728,Space filling (16),846,16
X1,X1,0.1221305840499087,Space filling (16),847,16
X2,X2,0.5227410990825068,Space filling (16),847,16
X3 (non-informative),X3,0.11057997874896432,Space filling (16),847,16
Random Normal,Random Normal,0.2445483381186202,Space filling (16),847,16
X1,X1,0.1445609607101157,Space filling (16),848,16
X2,X2,0.5682632097629149,Space filling (16),848,16
X3 (non-informative),X3,0.16841987935082015,Space filling (16),848,16
Random Normal,Random Normal,0.11875595017614923,Space filling (16),848,16
X1,X1,0.13889610450369352,Space filling (16),849,16
X2,X2,0.5029218990041765,Space filling (16),849,16
X3 (non-informative),X3,0.1378130980602019,Space filling (16),849,16
Random Normal,Random Normal,0.2203688984319281,Space filling (16),849,16
X1,X1,0.17426472556501268,Space filling (16),850,16
X2,X2,0.49727642767434377,Space filling (16),850,16
X3 (non-informative),X3,0.1579265530832261,Space filling (16),850,16
Random Normal,Random Normal,0.17053229367741746,Space filling (16),850,16
X1,X1,0.1312530324602522,Space filling (16),851,16
X2,X2,0.5309776867529268,Space filling (16),851,16
X3 (non-informative),X3,0.11712761790976639,Space filling (16),851,16
Random Normal,Random Normal,0.2206416628770546,Space filling (16),851,16
X1,X1,0.16352618817975137,Space filling (16),852,16
X2,X2,0.5709092089713038,Space filling (16),852,16
X3 (non-informative),X3,0.09466068283873291,Space filling (16),852,16
Random Normal,Random Normal,0.1709039200102119,Space filling (16),852,16
X1,X1,0.18185054433151077,Space filling (16),853,16
X2,X2,0.48752990750424907,Space filling (16),853,16
X3 (non-informative),X3,0.15788997338343674,Space filling (16),853,16
Random Normal,Random Normal,0.17272957478080342,Space filling (16),853,16
X1,X1,0.15059521024539319,Space filling (16),854,16
X2,X2,0.5513329484374336,Space filling (16),854,16
X3 (non-informative),X3,0.11330060588969026,Space filling (16),854,16
Random Normal,Random Normal,0.18477123542748292,Space filling (16),854,16
X1,X1,0.20330082640994654,Space filling (16),855,16
X2,X2,0.5434171578434194,Space filling (16),855,16
X3 (non-informative),X3,0.12539968038563634,Space filling (16),855,16
Random Normal,Random Normal,0.1278823353609978,Space filling (16),855,16
X1,X1,0.15469582418339312,Space filling (16),856,16
X2,X2,0.5123727905822564,Space filling (16),856,16
X3 (non-informative),X3,0.17477292791040056,Space filling (16),856,16
Random Normal,Random Normal,0.15815845732395004,Space filling (16),856,16
X1,X1,0.15062693817582035,Space filling (16),857,16
X2,X2,0.42726864469646253,Space filling (16),857,16
X3 (non-informative),X3,0.11672161644855578,Space filling (16),857,16
Random Normal,Random Normal,0.3053828006791614,Space filling (16),857,16
X1,X1,0.17418303854497258,Space filling (16),858,16
X2,X2,0.5843645754544644,Space filling (16),858,16
X3 (non-informative),X3,0.1356856673040731,Space filling (16),858,16
Random Normal,Random Normal,0.10576671869648994,Space filling (16),858,16
X1,X1,0.1711451217042338,Space filling (16),859,16
X2,X2,0.4998478336661338,Space filling (16),859,16
X3 (non-informative),X3,0.13060634971588386,Space filling (16),859,16
Random Normal,Random Normal,0.1984006949137486,Space filling (16),859,16
X1,X1,0.1547333934432537,Space filling (16),860,16
X2,X2,0.6089832014521355,Space filling (16),860,16
X3 (non-informative),X3,0.16374180591864318,Space filling (16),860,16
Random Normal,Random Normal,0.0725415991859677,Space filling (16),860,16
X1,X1,0.1789719616020895,Space filling (16),861,16
X2,X2,0.5895002011346223,Space filling (16),861,16
X3 (non-informative),X3,0.1567235098837683,Space filling (16),861,16
Random Normal,Random Normal,0.07480432737951984,Space filling (16),861,16
X1,X1,0.08952833228346145,Space filling (16),862,16
X2,X2,0.3333213459903225,Space filling (16),862,16
X3 (non-informative),X3,0.07509998399418948,Space filling (16),862,16
Random Normal,Random Normal,0.5020503377320266,Space filling (16),862,16
X1,X1,0.18420139862534368,Space filling (16),863,16
X2,X2,0.5533779114109673,Space filling (16),863,16
X3 (non-informative),X3,0.14463514096078325,Space filling (16),863,16
Random Normal,Random Normal,0.11778554900290578,Space filling (16),863,16
X1,X1,0.18794486019573878,Space filling (16),864,16
X2,X2,0.5743337785454677,Space filling (16),864,16
X3 (non-informative),X3,0.1418724822866814,Space filling (16),864,16
Random Normal,Random Normal,0.09584887897211211,Space filling (16),864,16
X1,X1,0.11280075775658699,Space filling (16),865,16
X2,X2,0.38158417866318245,Space filling (16),865,16
X3 (non-informative),X3,0.07759709413051498,Space filling (16),865,16
Random Normal,Random Normal,0.42801796944971554,Space filling (16),865,16
X1,X1,0.18335370131808357,Space filling (16),866,16
X2,X2,0.5736320402164541,Space filling (16),866,16
X3 (non-informative),X3,0.16571005865330635,Space filling (16),866,16
Random Normal,Random Normal,0.07730419981215603,Space filling (16),866,16
X1,X1,0.16259867235593084,Space filling (16),867,16
X2,X2,0.47904680729338167,Space filling (16),867,16
X3 (non-informative),X3,0.11181604063978241,Space filling (16),867,16
Random Normal,Random Normal,0.24653847971090506,Space filling (16),867,16
X1,X1,0.1741584018537609,Space filling (16),868,16
X2,X2,0.5410164139665902,Space filling (16),868,16
X3 (non-informative),X3,0.2121553176653935,Space filling (16),868,16
Random Normal,Random Normal,0.0726698665142554,Space filling (16),868,16
X1,X1,0.12473774139063823,Space filling (16),869,16
X2,X2,0.5632771317157536,Space filling (16),869,16
X3 (non-informative),X3,0.15481428358920993,Space filling (16),869,16
Random Normal,Random Normal,0.1571708433043983,Space filling (16),869,16
X1,X1,0.13559985475761516,Space filling (16),870,16
X2,X2,0.5513602100964866,Space filling (16),870,16
X3 (non-informative),X3,0.14941200671329424,Space filling (16),870,16
Random Normal,Random Normal,0.163627928432604,Space filling (16),870,16
X1,X1,0.15927739585428452,Space filling (16),871,16
X2,X2,0.5888481629539689,Space filling (16),871,16
X3 (non-informative),X3,0.1540460267481275,Space filling (16),871,16
Random Normal,Random Normal,0.097828414443619,Space filling (16),871,16
X1,X1,0.17419748395633877,Space filling (16),872,16
X2,X2,0.5649120475153114,Space filling (16),872,16
X3 (non-informative),X3,0.17081305159892132,Space filling (16),872,16
Random Normal,Random Normal,0.09007741692942853,Space filling (16),872,16
X1,X1,0.19196500588844592,Space filling (16),873,16
X2,X2,0.5338602831927409,Space filling (16),873,16
X3 (non-informative),X3,0.07324408918559727,Space filling (16),873,16
Random Normal,Random Normal,0.20093062173321585,Space filling (16),873,16
X1,X1,0.1654494176254998,Space filling (16),874,16
X2,X2,0.5690494990827923,Space filling (16),874,16
X3 (non-informative),X3,0.14032871735184935,Space filling (16),874,16
Random Normal,Random Normal,0.12517236593985842,Space filling (16),874,16
X1,X1,0.19947435798677557,Space filling (16),875,16
X2,X2,0.5014761982255516,Space filling (16),875,16
X3 (non-informative),X3,0.10595658271037034,Space filling (16),875,16
Random Normal,Random Normal,0.19309286107730253,Space filling (16),875,16
X1,X1,0.13403021056134062,Space filling (16),876,16
X2,X2,0.5959738370178898,Space filling (16),876,16
X3 (non-informative),X3,0.10509757921734811,Space filling (16),876,16
Random Normal,Random Normal,0.1648983732034215,Space filling (16),876,16
X1,X1,0.14406723949668826,Space filling (16),877,16
X2,X2,0.6360235687010795,Space filling (16),877,16
X3 (non-informative),X3,0.10425992887663964,Space filling (16),877,16
Random Normal,Random Normal,0.11564926292559259,Space filling (16),877,16
X1,X1,0.1311217207885383,Space filling (16),878,16
X2,X2,0.5345485255333123,Space filling (16),878,16
X3 (non-informative),X3,0.1436076840003417,Space filling (16),878,16
Random Normal,Random Normal,0.19072206967780764,Space filling (16),878,16
X1,X1,0.1807739705233956,Space filling (16),879,16
X2,X2,0.5248525283889014,Space filling (16),879,16
X3 (non-informative),X3,0.18835072954363904,Space filling (16),879,16
Random Normal,Random Normal,0.10602277154406396,Space filling (16),879,16
X1,X1,0.098633429912051,Space filling (16),880,16
X2,X2,0.45208960297445105,Space filling (16),880,16
X3 (non-informative),X3,0.09480302439299827,Space filling (16),880,16
Random Normal,Random Normal,0.3544739427204997,Space filling (16),880,16
X1,X1,0.1614274029486968,Space filling (16),881,16
X2,X2,0.5464954654669616,Space filling (16),881,16
X3 (non-informative),X3,0.13127229980779997,Space filling (16),881,16
Random Normal,Random Normal,0.16080483177654165,Space filling (16),881,16
X1,X1,0.174004379869592,Space filling (16),882,16
X2,X2,0.5538939101995697,Space filling (16),882,16
X3 (non-informative),X3,0.16799382562892431,Space filling (16),882,16
Random Normal,Random Normal,0.10410788430191402,Space filling (16),882,16
X1,X1,0.16770470515495406,Space filling (16),883,16
X2,X2,0.5598664929478355,Space filling (16),883,16
X3 (non-informative),X3,0.1293523805928737,Space filling (16),883,16
Random Normal,Random Normal,0.14307642130433676,Space filling (16),883,16
X1,X1,0.1234076992961743,Space filling (16),884,16
X2,X2,0.5936866418279647,Space filling (16),884,16
X3 (non-informative),X3,0.16607760315000733,Space filling (16),884,16
Random Normal,Random Normal,0.11682805572585364,Space filling (16),884,16
X1,X1,0.1766310864253462,Space filling (16),885,16
X2,X2,0.5622431897322289,Space filling (16),885,16
X3 (non-informative),X3,0.15804287685075055,Space filling (16),885,16
Random Normal,Random Normal,0.10308284699167442,Space filling (16),885,16
X1,X1,0.17017022497178702,Space filling (16),886,16
X2,X2,0.538468322067998,Space filling (16),886,16
X3 (non-informative),X3,0.1389502765683452,Space filling (16),886,16
Random Normal,Random Normal,0.1524111763918698,Space filling (16),886,16
X1,X1,0.14851823407538572,Space filling (16),887,16
X2,X2,0.5537416805285076,Space filling (16),887,16
X3 (non-informative),X3,0.106778085899919,Space filling (16),887,16
Random Normal,Random Normal,0.1909619994961877,Space filling (16),887,16
X1,X1,0.1334736565414556,Space filling (16),888,16
X2,X2,0.4685381112128817,Space filling (16),888,16
X3 (non-informative),X3,0.1056925924071366,Space filling (16),888,16
Random Normal,Random Normal,0.2922956398385261,Space filling (16),888,16
X1,X1,0.07047970424025413,Space filling (16),889,16
X2,X2,0.7704794938036618,Space filling (16),889,16
X3 (non-informative),X3,0.03880859160943786,Space filling (16),889,16
Random Normal,Random Normal,0.1202322103466463,Space filling (16),889,16
X1,X1,0.15598458389869144,Space filling (16),890,16
X2,X2,0.5405793919135142,Space filling (16),890,16
X3 (non-informative),X3,0.1956479409095966,Space filling (16),890,16
Random Normal,Random Normal,0.1077880832781977,Space filling (16),890,16
X1,X1,0.17505674324398346,Space filling (16),891,16
X2,X2,0.49643897894692013,Space filling (16),891,16
X3 (non-informative),X3,0.14418598793831236,Space filling (16),891,16
Random Normal,Random Normal,0.18431828987078405,Space filling (16),891,16
X1,X1,0.16181451840573235,Space filling (16),892,16
X2,X2,0.5558012394963908,Space filling (16),892,16
X3 (non-informative),X3,0.12110537532669578,Space filling (16),892,16
Random Normal,Random Normal,0.161278866771181,Space filling (16),892,16
X1,X1,0.12982505352112736,Space filling (16),893,16
X2,X2,0.6135693501292324,Space filling (16),893,16
X3 (non-informative),X3,0.1315300060180806,Space filling (16),893,16
Random Normal,Random Normal,0.12507559033155963,Space filling (16),893,16
X1,X1,0.1671053511753829,Space filling (16),894,16
X2,X2,0.5002093898920356,Space filling (16),894,16
X3 (non-informative),X3,0.14347208792532765,Space filling (16),894,16
Random Normal,Random Normal,0.18921317100725396,Space filling (16),894,16
X1,X1,0.1553760419069023,Space filling (16),895,16
X2,X2,0.5575087244153042,Space filling (16),895,16
X3 (non-informative),X3,0.13194670518383514,Space filling (16),895,16
Random Normal,Random Normal,0.15516852849395843,Space filling (16),895,16
X1,X1,0.1276790817017201,Space filling (16),896,16
X2,X2,0.523639548128768,Space filling (16),896,16
X3 (non-informative),X3,0.10857530824854952,Space filling (16),896,16
Random Normal,Random Normal,0.2401060619209624,Space filling (16),896,16
X1,X1,0.06726008307215471,Space filling (16),897,16
X2,X2,0.3557044200247288,Space filling (16),897,16
X3 (non-informative),X3,0.07465950913467054,Space filling (16),897,16
Random Normal,Random Normal,0.5023759877684459,Space filling (16),897,16
X1,X1,0.21012813449169335,Space filling (16),898,16
X2,X2,0.5504933035060895,Space filling (16),898,16
X3 (non-informative),X3,0.062409037296606726,Space filling (16),898,16
Random Normal,Random Normal,0.17696952470561048,Space filling (16),898,16
X1,X1,0.1421250707798638,Space filling (16),899,16
X2,X2,0.5838185952935644,Space filling (16),899,16
X3 (non-informative),X3,0.13892867787693064,Space filling (16),899,16
Random Normal,Random Normal,0.1351276560496412,Space filling (16),899,16
X1,X1,0.12233693400407057,Space filling (16),900,16
X2,X2,0.5115647687495145,Space filling (16),900,16
X3 (non-informative),X3,0.13378185649324675,Space filling (16),900,16
Random Normal,Random Normal,0.23231644075316815,Space filling (16),900,16
X1,X1,0.1877653570844897,Space filling (16),901,16
X2,X2,0.5266527854405092,Space filling (16),901,16
X3 (non-informative),X3,0.16523284703408544,Space filling (16),901,16
Random Normal,Random Normal,0.12034901044091562,Space filling (16),901,16
X1,X1,0.1667625495776085,Space filling (16),902,16
X2,X2,0.5759186728128057,Space filling (16),902,16
X3 (non-informative),X3,0.17072554406873855,Space filling (16),902,16
Random Normal,Random Normal,0.08659323354084719,Space filling (16),902,16
X1,X1,0.18328425992701908,Space filling (16),903,16
X2,X2,0.5120566011784836,Space filling (16),903,16
X3 (non-informative),X3,0.18112607226155467,Space filling (16),903,16
Random Normal,Random Normal,0.12353306663294268,Space filling (16),903,16
X1,X1,0.08949632104047804,Space filling (16),904,16
X2,X2,0.5288195563299393,Space filling (16),904,16
X3 (non-informative),X3,0.14573087247945268,Space filling (16),904,16
Random Normal,Random Normal,0.23595325015013,Space filling (16),904,16
X1,X1,0.17757229881189693,Space filling (16),905,16
X2,X2,0.5897622221055198,Space filling (16),905,16
X3 (non-informative),X3,0.161376600039865,Space filling (16),905,16
Random Normal,Random Normal,0.07128887904271829,Space filling (16),905,16
X1,X1,0.20679521429339373,Space filling (16),906,16
X2,X2,0.5001501584751483,Space filling (16),906,16
X3 (non-informative),X3,0.14179240718341304,Space filling (16),906,16
Random Normal,Random Normal,0.15126222004804496,Space filling (16),906,16
